Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,5.35,3.00,0.70,-4.46
Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Office Supplies,Paper,15.48,3.00,0.20,5.61
Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Technology,Phones,108.58,3.00,0.20,8.14
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,109.90,5.00,0.00,37.37
Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,15.38,1.00,0.20,4.04
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,30.35,2.00,0.20,10.62
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,821.30,4.00,0.50,-16.43
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,22638.48,6.00,0.50,-1811.08
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,21.38,4.00,0.20,7.48
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,8.02,3.00,0.20,1.00
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,30.77,2.00,0.20,8.08
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Fasteners,18.94,3.00,0.20,5.92
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,122.35,3.00,0.20,15.29
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,116.28,3.00,0.00,56.98
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,132.60,6.00,0.00,17.24
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Supplies,16.68,2.00,0.00,4.34
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,19.44,3.00,0.00,9.33
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,192.16,4.00,0.00,92.24
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,227.36,7.00,0.00,81.85
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,1919.98,3.00,0.20,216.00
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,12.83,2.00,0.70,-8.98
First Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Furnishings,45.89,4.00,0.20,9.18
Second Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,60.12,9.00,0.00,22.24
Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Technology,Phones,302.38,3.00,0.20,37.80
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,13.90,5.00,0.00,5.56
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,129.98,2.00,0.00,62.39
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,Accessories,71.98,2.00,0.00,15.12
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,377.97,3.00,0.00,109.61
Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Storage,124.36,2.00,0.00,33.58
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,23.98,3.00,0.60,-14.39
Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Fasteners,8.38,3.00,0.20,2.72
Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Appliances,58.24,5.00,0.20,5.10
Second Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,81.20,5.00,0.00,12.18
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,14.45,5.00,0.00,6.79
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,95.65,2.00,0.20,31.09
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,359.97,5.00,0.40,-71.99
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,350.35,4.00,0.40,-140.14
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,1.64,1.00,0.70,-1.31
First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,629.96,7.00,0.40,94.49
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3.00,0.00,1.79
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,799.96,4.00,0.00,343.98
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,107.53,1.00,0.00,21.51
Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Technology,Phones,73.98,2.00,0.00,19.97
Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,5.58,1.00,0.00,2.18
Second Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Paper,49.12,4.00,0.00,23.09
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,377.97,3.00,0.00,94.49
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,42.28,7.00,0.00,19.87
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Bookcases,299.97,3.00,0.00,56.99
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,89.98,2.00,0.00,43.19
First Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Supplies,477.24,4.00,0.00,9.54
First Class,Corporate,United States,Hoover,Alabama,35244,South,Technology,Accessories,25.98,2.00,0.00,1.56
Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Envelopes,46.72,5.00,0.20,17.52
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,35.34,2.00,0.00,13.43
Second Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Furnishings,257.64,6.00,0.00,100.48
Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,125.98,3.00,0.20,47.24
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,79.99,1.00,0.20,22.00
Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,700.06,3.00,0.30,-130.01
Standard Class,Home Office,United States,Frisco,Texas,75034,Central,Technology,Accessories,27.17,4.00,0.20,-1.36
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,8.23,3.00,0.70,-6.03
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,585.55,3.00,0.20,73.19
Second Class,Consumer,United States,Vacaville,California,95687,West,Office Supplies,Storage,423.28,11.00,0.00,110.05
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,225.30,2.00,0.20,22.53
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,5.56,2.00,0.00,2.22
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,323.37,3.00,0.00,129.35
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,783.96,5.00,0.20,68.60
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,1447.65,5.00,0.00,419.82
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,11.96,2.00,0.00,5.86
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,239.97,3.00,0.00,71.99
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,76.92,4.00,0.00,31.54
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,481.32,4.00,0.00,125.14
First Class,Home Office,United States,Murray,Utah,84107,West,Office Supplies,Paper,48.40,5.00,0.00,23.23
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,0.99,1.00,0.00,0.44
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,101.84,5.00,0.20,36.92
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,10.33,3.00,0.70,-7.58
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,31.16,5.00,0.70,-23.89
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,8.93,2.00,0.20,0.67
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.38,1.00,0.20,3.87
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,1924.16,8.00,0.20,312.68
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,32.19,2.00,0.80,-80.48
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,50.12,7.00,0.20,-0.63
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,47.98,3.00,0.20,1.80
Standard Class,Consumer,United States,Waukesha,Wisconsin,53186,Central,Office Supplies,Storage,54.50,5.00,0.00,14.17
First Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Furnishings,19.10,3.00,0.20,5.73
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,49.44,3.00,0.00,24.23
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,10.37,2.00,0.20,3.63
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,154.44,3.00,0.00,1.54
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Appliances,60.98,7.00,0.20,4.57
Second Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Bookcases,195.47,2.00,0.15,-13.80
Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Furniture,Furnishings,23.68,8.00,0.20,6.22
Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Technology,Accessories,2.38,3.00,0.20,0.74
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,59.20,4.00,0.00,29.60
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,22.00,10.00,0.00,9.68
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,257.98,2.00,0.00,74.81
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,23.99,2.00,0.40,-15.99
Standard Class,Corporate,United States,Troy,Ohio,45373,East,Technology,Phones,23.98,4.00,0.40,-15.58
First Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Chairs,601.54,4.00,0.20,0.00
First Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Fasteners,7.90,2.00,0.00,2.53
Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,58.36,5.00,0.60,-24.80
Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Art,16.46,7.00,0.20,1.44
Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,39.96,5.00,0.60,-23.98
First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,25.96,2.00,0.00,7.53
First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,36.27,3.00,0.00,10.88
First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,6.48,1.00,0.00,3.11
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,1075.09,14.00,0.20,94.07
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,438.37,4.00,0.20,38.36
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,18.09,7.00,0.20,6.56
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Furniture,Bookcases,308.50,3.00,0.15,-18.15
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,13.36,4.00,0.00,4.14
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,39.96,2.00,0.00,18.78
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,145.85,5.00,0.00,70.01
First Class,Corporate,United States,Miami,Florida,33180,South,Technology,Phones,783.96,5.00,0.20,78.40
First Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,7.88,1.00,0.20,1.77
Standard Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Furniture,Furnishings,41.37,3.00,0.00,17.38
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,12.84,3.00,0.00,5.78
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,25.68,6.00,0.00,11.56
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,47.52,2.00,0.30,-2.04
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,9.42,2.00,0.00,0.47
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,12.96,2.00,0.00,6.22
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Bookcases,704.90,5.00,0.00,56.39
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,561.57,2.00,0.20,28.08
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,179.82,9.00,0.00,84.52
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,185.58,6.00,0.00,76.09
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,214.11,3.00,0.00,36.40
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,999.96,4.00,0.00,229.99
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,653.55,3.00,0.00,111.10
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Binders,114.60,5.00,0.00,51.57
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Chairs,60.74,1.00,0.00,15.19
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,124.36,2.00,0.00,27.36
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,1088.76,6.00,0.00,315.74
First Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,6.72,5.00,0.20,2.35
First Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Tables,298.78,3.00,0.20,7.47
Standard Class,Consumer,United States,Anaheim,California,92804,West,Technology,Phones,302.38,3.00,0.20,22.68
First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Art,8.93,2.00,0.20,0.56
First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,47.58,2.00,0.20,-2.97
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,33.79,8.00,0.20,10.56
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,300.53,2.00,0.32,-97.23
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.72,2.00,0.80,-4.36
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,3.26,2.00,0.20,1.10
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,108.34,6.00,0.20,37.92
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,55.92,5.00,0.20,6.29
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,78.30,2.00,0.20,29.36
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,443.92,5.00,0.20,-94.33
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,155.98,3.00,0.20,54.59
Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Art,15.47,7.00,0.00,4.18
Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Binders,7.16,2.00,0.00,3.44
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,10.89,1.00,0.00,2.83
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3.00,0.00,9.33
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,121.60,5.00,0.20,39.52
First Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Machines,695.70,2.00,0.50,-27.83
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,120.33,1.00,0.00,31.29
Standard Class,Home Office,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,1139.92,4.00,0.00,284.98
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,229.54,7.00,0.20,83.21
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,143.73,2.00,0.20,-32.34
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,36.05,3.00,0.20,-0.90
Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central,Furniture,Chairs,845.49,8.00,0.30,-12.08
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,50.94,3.00,0.00,14.26
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,762.59,3.00,0.80,-1143.89
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Furniture,Furnishings,56.28,6.00,0.00,15.76
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Binders,2690.97,3.00,0.00,1264.76
Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,7.43,6.00,0.70,-5.70
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,64.78,1.00,0.20,-12.96
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,28.16,4.00,0.00,13.24
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,14.98,1.00,0.00,6.89
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,20.32,4.00,0.00,6.91
Same Day,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,40.29,3.00,0.00,10.48
Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,20.23,7.00,0.00,9.51
First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,1603.14,4.00,0.20,100.20
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Chairs,225.30,2.00,0.20,22.53
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,67.80,4.00,0.00,4.07
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Phones,377.97,3.00,0.00,98.27
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Bookcases,1628.82,9.00,0.00,374.63
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,286.93,7.00,0.00,140.60
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,20.74,4.00,0.20,7.26
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,31.44,3.00,0.00,8.49
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,83.79,7.00,0.00,22.62
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,59.52,3.00,0.00,15.48
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,31.92,4.00,0.00,9.26
Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Supplies,14.72,5.00,0.20,-3.31
Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Storage,38.98,3.00,0.20,-2.44
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,17.09,2.00,0.20,1.07
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,74.35,3.00,0.20,23.24
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,314.35,3.00,0.20,-35.36
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,4.26,1.00,0.00,1.75
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,811.28,8.00,0.00,24.34
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,6.03,3.00,0.00,2.95
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,153.57,2.00,0.20,-5.76
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,1013.49,7.00,0.20,76.01
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Envelopes,52.34,2.00,0.00,24.60
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Art,4.66,2.00,0.00,1.35
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Technology,Accessories,254.97,3.00,0.00,91.79
Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,25.44,6.00,0.00,12.72
Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Supplies,27.93,3.00,0.00,8.10
Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central,Office Supplies,Binders,8.85,5.00,0.80,-13.72
Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,6.96,4.00,0.00,2.23
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,17.46,2.00,0.20,5.89
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Furniture,Chairs,307.92,5.00,0.20,-34.64
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,6.63,3.00,0.00,1.79
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,12.96,2.00,0.00,6.22
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,32.40,5.00,0.00,15.55
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,23.85,5.00,0.00,10.73
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Furniture,Chairs,51.96,2.00,0.00,12.99
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Office Supplies,Binders,17.94,3.00,0.00,8.61
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,11.56,2.00,0.00,5.66
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,26.40,5.00,0.00,11.88
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,69.08,11.00,0.00,29.01
Standard Class,Corporate,United States,Rochester,New York,14609,East,Technology,Phones,35.88,3.00,0.00,10.05
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,49.65,5.00,0.00,20.85
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Copiers,959.97,4.00,0.20,120.00
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,408.42,2.00,0.30,-5.83
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Copiers,479.98,2.00,0.20,60.00
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,12.60,4.00,0.00,6.05
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,184.66,7.00,0.00,84.94
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,23.12,5.00,0.20,8.38
Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Office Supplies,Paper,37.46,7.00,0.20,12.18
Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Furniture,Chairs,539.66,3.00,0.30,-7.71
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,310.12,2.00,0.00,80.63
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Paper,8.56,2.00,0.00,3.85
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Storage,52.40,5.00,0.00,14.15
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,14.94,3.00,0.00,6.87
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,11.22,3.00,0.00,0.22
Standard Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,387.14,4.00,0.20,24.20
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,41.40,5.00,0.00,19.46
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Art,35.00,4.00,0.00,10.50
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Binders,39.55,3.00,0.20,14.34
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,135.72,3.00,0.00,35.29
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Office Supplies,Binders,12.56,2.00,0.00,5.65
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,263.96,4.00,0.00,71.27
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,5.95,1.00,0.20,0.37
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,15.80,5.00,0.20,2.37
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,14.37,2.00,0.20,3.95
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,70.45,7.00,0.20,12.33
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,129.30,2.00,0.00,6.47
Second Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Binders,3.88,3.00,0.80,-5.82
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Fasteners,6.08,1.00,0.00,3.04
First Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Appliances,19.90,1.00,0.00,8.96
First Class,Consumer,United States,Watertown,New York,13601,East,Furniture,Furnishings,70.71,1.00,0.00,4.95
Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,18.84,3.00,0.00,7.91
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Art,8.64,3.00,0.00,2.51
Standard Class,Home Office,United States,Burlington,North Carolina,27217,South,Office Supplies,Binders,1633.19,4.00,0.70,-1306.55
Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central,Furniture,Furnishings,19.76,4.00,0.00,8.30
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,6.61,2.00,0.20,2.23
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,7.28,2.00,0.20,2.73
Same Day,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,144.78,1.00,0.20,10.86
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,156.79,1.00,0.20,13.72
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,431.98,3.00,0.20,27.00
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,35.89,1.00,0.00,16.15
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,47.21,7.00,0.20,15.34
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,248.08,7.00,0.00,116.60
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,189.70,5.00,0.00,89.16
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,59.81,3.00,0.20,19.44
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,90.99,1.00,0.00,14.56
